ticker,empresa,id,cuit,url_empresa
,ESQUINA 3 S.A.,32095,30712285539,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30712285539
,ESTABLECIMIENTO DON AVELINO SRL,104095,30634259569,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30634259569
,ESTACION DE SERVICIOS 25 DE MAYO S.R.L.,105047,33708128649,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/33708128649
,ESTANCIA EL AZUL S A,104489,30554681383,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30554681383
,ESTREMAR  S. A. U.,105713,30675753365,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30675753365
,ESTRUCTURAS SACICIYF,103909,30504484455,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30504484455
,EXPRESO LANCIONI S.A.,105604,30708847247,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30708847247
,FARMCITY SA,105649,30692138747,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30692138747
,FCA COMPAÑÍA FINANCIERA S.A.,31406,30692304884,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30692304884
,FERRETERA CENTRAL JT S.R.L.,105074,30714228346,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30714228346
,FERRETERIA DEL NORTE S.R.L.,104291,30707816410,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30707816410
,Ferrum S.A. de Cerámica y Metalurgia,97,30525341263,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30525341263
,FID AVAL SGR,31855,33709003459,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/33709003459
,FIDEICOMISO DE GARANTIAS PAMPEANAS,104234,30717090930,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30717090930
,"FIDEICOMISO FDO DE GTÍAS PARA EL DESARROLLO DE MICRO, PEQUEÑAS Y MEDIANAS EMPRESAS PCIA DE MISIONES",106051,30718715020,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30718715020
,FIDEM S.G.R.,100370,30716459809,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30716459809
,FINANLEASE S.A.,106341,33717755729,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/33717755729
,FINCAS DEL ROSARIO SRL,32079,30709824542,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30709824542
,FINTECH S.G.R.,100371,33716680989,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/33716680989
,Fiplasto S.A.,99,30502112259,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30502112259
,FOGABA,31856,30684577073,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30684577073
,FOGACH,100356,30714160350,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30714160350
,FOGAJUY FIDEICOMISO PUBLICO,105525,30717902471,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30717902471
,FOGAPLAR,31858,30714395668,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30714395668
,FONDO DE GARANTIA CATAMARCA S.A. P. E. M.,105049,30718244095,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30718244095
,FONDO DE GARANTIA CFI FIDEICOMISO,104545,30717946681,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30717946681
,FONDO DE GARANTIA PARA EL DESARROLLO FUEGUINO S.A.P.E.M. FOGADEF,104220,33716230029,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/33716230029
,FONDO DE GARANTIAS ENTRE RIOS S.A. C/PART. ESTATAL MAYORIT. FO.GA.ER. S.A.P,103918,30714983284,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30714983284
,Fortecar S.A.,32232,33708285809,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/33708285809
,Fraher Group S.A,31928,30710987218,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30710987218
,FRANKLIN BOGLICH S.A.,100205,30622977652,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30622977652
,FRIGORIFICO GENERAL PICO S A,104187,30585790822,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30585790822
,FUTUROS Y OPCIONES.COM S.A.,30902,30703605105,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30703605105
,GALERENT  S. A.,104909,30715157299,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30715157299
,GARANTIA SAN JUAN SOCIEDAD ANONIMA CON PARTICIPACION ESTATAL MAYORITARIA,104255,30715652079,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30715652079
,Garantías BIND SGR (EX GARANTÍA DE VALORES SGR),31859,30708609915,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30708609915
,GARANTIZAR  SGR,31860,30688331761,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30688331761
,Garcia Reguera,103,33528807939,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/33528807939
,Garovaglio y Zorraquin S.A.,196,30509284861,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30509284861
,GARRO FABRIL SOCIEDAD ANONIMA,104188,30539301388,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30539301388
,Gas y Petróleo del Neuquén S.A.,30338,30710820771,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30710820771
,GASTALDI HNOS S A I Y C F E I,104119,30539081086,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30539081086
,GATTO HERMANOS S.R.L.,104475,30593773260,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30593773260
,GCDI S.A.,30223,30709282537,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30709282537
,GENERACION LITORAL S.A.,104325,33715184139,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/33715184139
,Generacion Mediterranea S.A.,30291,30682434720,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30682434720
,GENNEIA S.A.,30288,30665234114,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30665234114
,GENTE DE LA PAMPA S A,104548,30581320589,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30581320589
,GeoPark Argentina SA,105245,30642555274,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30642555274
,GEORGALOS HNOS S A I C A,102756,30516139451,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30516139451
,GESTION DE PRESTAMOS Y COBRANZAS S.A.,102836,33715043519,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/33715043519
,GESTION INMOBILIARIA DEL NORTE S.A.,103920,30712078797,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30712078797
,GEVAL S.A.,103924,33710562879,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/33710562879
,GHIGGERI MOTOS S.R.L.,32191,30657495081,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30657495081
,Global Valores S.A.,32052,30708537272,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30708537272
,GOLDMUND S.A.,104997,30708603879,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30708603879
,GOMEZ MANCUSO JUAN PABLO,105362,20309158955,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/20309158955
,GPAT COMPAÑÍA FINANCIERA S.A.U.,32265,30678564822,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30678564822
,Granville S.A.,32234,30693380835,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30693380835
,Grimoldi S.A.,107,30500781293,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30500781293
,GRUAS SAN BLAS S A,100157,30660920451,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30660920451
,GRUPO ALIMENTICIO S A,102708,30708029781,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30708029781
,Grupo Clarín S.A.,5087,30707001735,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30707001735
,Grupo Cohen S.A.,30258,30709199966,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30709199966
,Grupo Concesionario del Oeste S.A.,3348,30663498513,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30663498513
,Grupo Financiero Galicia S.A.,3353,30704962807,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30704962807
,Grupo ST S.A.,31323,30708633417,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30708633417
,Grupo Supervielle S.A.,30230,30617442937,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30617442937
,GRUPO VUASA S.A.,31942,30711295956,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30711295956
,GUALOK SRL,104581,30640576428,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30640576428
,GUIA INVERSIONES S A,104332,30717653331,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30717653331
,HALPERN  S R L,104356,30709107891,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30709107891
,HATTRICK ENERGY SAS,105119,30715857460,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30715857460
,HAVANNA HOLDING S.A.,30389,30708544082,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30708544082
,HAVANNA S A,105721,33697235049,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/33697235049
,HECTOR A. BERTONE S.A,100180,30708587415,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30708587415
,HERFEAN FRANQUICIAS ALIMENTICIAS SRL,32076,30715027484,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30715027484
,HIDROTEC S.A.,104313,30711075905,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30711075905
,HIJOS DE SALVADOR MUÑOZ S.A.,102536,30659151185,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30659151185
,HITCOWORK SA,105144,30717685136,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30717685136
,HMSI S.A.,32269,30704958818,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30704958818
,Hogar y Tecnología S.A.,100003,30712245634,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30712245634
,Holcim (Argentina) S.A.,30277,30501111127,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30501111127
,HOLDSAT S. A.,104783,30718288718,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30718288718
,HORWATH CONSULTING S.A.,32271,30650312690,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30650312690
,I A D SRL,100329,30709921084,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30709921084
,IEB CONSTRUCCIONES S.A.,579,33516294189,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/33516294189
,IMPSA S.A.,219,30501466464,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30501466464
,INALPA INDUSTRIAS ALIMENTICIAS PAVON ARRIBA S.A.,100423,30567020734,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30567020734
,INCLUSION FINANCIERA INTEGRAL S.R.L.,105656,30718592425,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30718592425
,INDUPLACK S.A.,32127,30710473400,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30710473400
,INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ARGENTINA) S.A.U.,30440,30709447846,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30709447846
,INNOVA S.G.R.,102482,30716574314,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30716574314
,INNOVAGRO SOCIEDAD DE RESPONSABILIDAD LIMITADA,104278,30710216874,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30710216874
,INSTITUTO ROSENBUSCH S.A. DE BIOLOGÍA E Y A,32106,30501407093,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30501407093
,INSUGA CHACO S.A.,102546,33711217679,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/33711217679
,Insumos Agroquímicos S.A.,5053,30708090286,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30708090286
,INTEGRA PYMES SGR,31862,30715046012,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30715046012
,INTERCONNECT SA,105711,33688256149,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/33688256149
,INVAP S.A.U.,30209,30585581247,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30585581247
,Inversora Electrica de Buenos Aires S.A.,3061,30693160789,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30693160789
,Inversora Juramento S.A.,30224,30640285431,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30640285431
,IRSA Inversiones y Representaciones S.A.,124,30525322749,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30525322749
,ITALAR S.R.L.,104536,33708929579,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/33708929579
,IUDU COMPAÑÍA FINANCIERA S.A.,30259,30701810852,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30701810852
,Iwin S.A.,32126,30714502391,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30714502391
,John Deere Credit Compañía Financiera S.A.,30286,30707024859,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30707024859
,JUGOS S A,104552,30577108311,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30577108311
,KLONAL S R L,100126,30574564367,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30574564367
,LABAC SOCIEDAD ANONIMA,104851,30715237446,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30715237446
,LABORATORIO KEMEX  SA,104189,30708694173,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30708694173
,LABORATORIOS PEYTE S.A.,104333,30714487295,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30714487295
,"LABORATORIOS RICHMOND SOCIEDAD ANONIMA, COMERCIAL,",30290,30501152826,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30501152826
,LANGE AGROPECUARIA SOCIEDAD ANONIMA,104452,30671542343,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30671542343
,LATAMLY S. A.,105934,30710716923,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30710716923
,LATIN AMERICA POSTAL SA,104082,30663150614,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30663150614
,LATITUD 45 PETROLEO Y GAS S.A.,102785,30714108235,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30714108235
,Ledesma S.A.,137,30501250305,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30501250305
,LILIANA S R L,104512,30516877223,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30516877223
,Lipsa SRL,31954,30711566771,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30711566771
,LISMAR SUR S.A.,102811,30712012974,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30712012974
,Loma Negra  CIASA,31905,30500530851,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30500530851
,Longvie,140,30500833781,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30500833781
,LOS GROBO AGROPECUARIA S.A.,30849,30604456475,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30604456475
,LOS HAROLDOS SOCIEDAD ANONIMA,104515,30672112148,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30672112148
,LOS VALIENTES SOCIEDAD ANONIMA,104849,30714954071,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30714954071
,LUZ DE TRES PICOS S.A.,102488,30715399128,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30715399128
,M Y M NET S R L,104292,30707530169,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30707530169
,MADECO ARGENTINA S.A.,102776,30714645842,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30714645842
,MADERO HARBOUR S.A.,104580,33657476639,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/33657476639
,MAIOCCO CEREALES S.A.,104374,30709243752,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30709243752
,MAQUINAS AGRICOLAS OMBU  S. A.,105209,30642412899,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30642412899
,Mastellone Hermanos S.A.,1015,30547242331,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30547242331
,MATERIA HNOS SOCIEDAD ANONIMA COMERCIAL INDUSTRIAL Y FINANCIERA,106159,30505839222,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30505839222
,MATESUR S.A,104404,30707132724,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30707132724
,MATIAS RUIZ Y CIA S.A,105961,30707955267,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30707955267
,MAXIMIA SA,105405,30708442409,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30708442409
,Maxisur S.A.,32025,30691548364,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30691548364
,Meranol S.A.C.I.,30249,30500645772,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30500645772
,Mercado Argentino de Valores S.A,32117,30529177875,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30529177875
,MERCADO PAGO SERVICIOS DE PROCESAMIENTO S.R.L,105629,30716999498,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30716999498
,Mercedes-Benz Compañía Financiera Argentina S.A.,30193,30707002294,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30707002294
,MERIDIANO NORTE S.A.,104486,30707418849,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30707418849
,METAGRO S.R.L.,32195,30707371087,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30707371087
,Metalfor S.A.,100043,30646167775,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30646167775
,METALURGICA SERGIO STRAPAZZON S.R.L.,32156,30708732725,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30708732725
,Metrogas S.A.,249,30657863676,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30657863676
,MIGUEL RAMIREZ E HIJO S.R.L.,104249,30715207237,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30715207237
,Milicic S.A.,30309,30622317784,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30622317784
,MILKYNET S.A.,105121,33717152749,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/33717152749
,MILLS S.G.R.,102584,30716604612,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30716604612
,MINAS ARGENTINAS S. A.,105542,30677262466,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30677262466
,MINERA EXAR SA,104964,30709667587,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30709667587
,Mirgor,1003,30578036071,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30578036071
,Molinos Agro S.A.,32039,30715118773,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30715118773
,Molinos Juan Semino S.A.,158,30536928703,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30536928703
,MOLINOS RÍO DE LA PLATA S.A.,30746,30500858628,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30500858628
,MOLINOS SYTARI SRL,31998,30658034800,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30658034800
,Morixe Hnos S.A.,160,30525346389,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30525346389
,MOVIL SGR,102476,33716492279,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/33716492279
,MSU ENERGY S.A.,32002,30714378402,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30714378402
,MSU GREEN ENERGY S.A.,104496,30714155128,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30714155128
,MSU S.A.,30304,30607597193,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30607597193
,NATURGY BAN S.A.,500,30657864117,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30657864117
,Navarro S.A.,30118,30707012672,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30707012672
,NESTOR GASTALDI E HIJOS S.R.L.,102664,30708059435,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30708059435
,NEUQUEN PYMES  SGR,102793,30716490587,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30716490587
,NEWSAN S.A.,30197,30642617555,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30642617555
,NUEVAS TIERRAS S.A.,104510,30708132337,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30708132337
,NUEVO BANCO DE ENTRE RIOS S.A.,30392,33707995519,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/33707995519
,Nuevo Banco de Santa Fe S. A.,30348,30692432661,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30692432661
,NUEVO BANCO DEL CHACO S.A.,30383,30670157799,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30670157799
,Nuevo Continente S.A.,3355,30707101438,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30707101438
,OLEODUCTOS DEL VALLE SOCIEDAD ANONIMA,104225,30658840165,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30658840165
,ORYZA SA,100330,30708630272,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30708630272
,OTAMERICA EBYTEM S.A.,104123,30658839523,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30658839523
,OVERSEAS PROPERTIES S.A.,100107,30711457549,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30711457549
,Ovoprot International S.A.,5072,30707807810,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30707807810
,P S ANESTHESIA S A,106463,30708432195,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30708432195
,PALLETS JAUREGUI SOCIEDAD ANONIMA,105048,30711424195,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30711424195
,Pampa Energía S.A.,30775,30526552659,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30526552659
,Pan American Energy,380,30695542476,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30695542476
,Papel Prensa S.A.,171,30548274997,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30548274997
,PARAMERICA S A,104068,30697172773,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30697172773
,PAREDES CONSTRUCCIONES S.R.L.,32164,30711399794,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30711399794
,PATAGONIA S.G.R.,104910,33718082639,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/33718082639
,PATAGONIAN FRUITS S.A.,102573,30690967541,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30690967541
,Patricios S.A.I.C.,275,30502640832,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30502640832
,PAYEX,105012,30717351076,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30717351076
,PECOM SERVICIOS ENERGIA S.A.U.,105196,30654424698,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30654424698
,PEDROLGA S.A.,106141,30651084241,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30651084241
,PELAYO AGRONOMIA S.A.,103932,30709201219,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30709201219
,PETROAGRO S.A.,32005,30630720911,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30630720911
,PETROLEOS SUDAMERICANOS SA,104084,33652607689,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/33652607689
,Petroquímica Comodoro Rivadavia S.A.,311,30563598111,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30563598111
,PETROSURCO SA,104173,30615341130,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30615341130
,PHILAGRO S.A,104458,33709972699,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/33709972699
,PILISAR SOCIEDAD ANONIMA,103955,33709180849,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/33709180849
,PISCINAS PREMIUM S.A.,104048,30711338787,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30711338787
,PLASTAR BUENOS AIRES SOCIEDAD ANONIMA,106308,30657047763,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30657047763
,Plaza Logística S.R.L.,31961,30655942382,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30655942382
,PLUMADA S.A.,32223,30690657585,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30690657585
,PLUSPETROL SA,105434,30678224010,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30678224010
,Polledo S.A.I.C.F.,179,30538748478,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30538748478
,POTENCIAR SGR,31871,30714936901,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30714936901
,PRESIDENT PETROLEUM S.A.,102810,30711913439,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30711913439
,PRIGIONI AGRO SRL,105680,30714436194,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30714436194
,PRO DE MAN SOCIEDAD ANONIMA,104043,33669088499,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/33669088499
,PROCESOS INDUSTRIALES METALLO SA,105370,30716855372,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30716855372
,PROCHEM BIO SA.,105028,30710218192,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30710218192
,PROFERTIL S A,102554,30691576511,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30691576511
,Promedon S.A.,5074,30619780635,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30619780635
,PROMOVER SGR,31863,30708741775,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30708741775
,PROSEIND SA,100047,30707009892,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30707009892
,PSA Finance Argentina Compañía Financiera S.A.,30189,30707847367,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30707847367
,PUBLICIDAD SARMIENTO S.A.,32097,30543217936,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30543217936
,PUENTE HNOS. S.A.,30909,30701027074,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30701027074
,PUENTE NOGUEIRA SRL,104314,30696748191,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30696748191
,PUERTO LAS PALMAS S.A.,32013,30712136355,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30712136355
,PYME AVAL  SGR,31864,30715039962,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30715039962
,RADIADORES PRATS S A,104232,30654691726,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30654691726
,Raghsa S.A.,5007,30620880600,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30620880600
,RATTO HNOS SA CFIA,104500,30541416540,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30541416540
,RDA Renting S.A,31909,30712257357,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30712257357
,REBA COMPAÑÍA FINANCIERA S.A.,32178,30628284357,https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30628284357
